"hash","market","itemlink","vendor","price","product","description","image_link","timestamp","ship_from"
"9-39d352b0395ba768e18f042c6e2a8621","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2813","pharmaguy","70.00000000","Lorazepam 1mg x 28","I have for sale Lorazepam 1mg direct from a uk pharmacy this is for a box of 28 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2813","1401051986","United Kingdom",
"9-8e987cf1b2f1f6ffa6a43066798b4b7f","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2814","pharmaguy","60.00000000","Nitrazepam 5mg x 28","I have for sale Nitrazepam 5mg direct from a uk pharmacy this is for a box of 28 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2814","1401051986","United Kingdom",
"9-f5b1b89d98b7286673128a5fb112cb9a","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2815","pharmaguy","40.00000000","Codeine 15mg Tablets x 28","I have for sale Codeine 15mg direct from a uk pharmacy this is for a box of 28 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2815","1401051986","United Kingdom",
"9-4e2a6330465c8ffcaa696a5a16639176","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2816","pharmaguy","50.00000000","Codeine 30mg Tabs x 28","I have for sale Codeine 15mg direct from a uk pharmacy this is for a box of 28 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2816","1401051986","United Kingdom",
"9-d0010a6f34908640a4a6da2389772a78","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2808","pharmaguy","26.00000000","Diazepam 2mg Uk pharmacy","i have for sale diazepam 2mg direct from a uk pharmacy This is a box of 28 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2808","1401051986","United Kingdom",
"9-b4fd1d2cb085390fbbadae65e07876a7","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2809","pharmaguy","60.00000000","Tramadol 50mg caps x 30","i have for sale Tramadol 50mg caps direct from a uk pharmacy This is a box of 30 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2809","1401051986","United Kingdom",
"9-663772ea088360f95bac3dc7ffb841be","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2810","pharmaguy","100.00000000","Tramadol 50mg caps x 100","i have for sale Tramadol 50mg caps direct from a uk pharmacy This is a box of 100 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2810","1401051986","United Kingdom",
"9-227f6afd3b7f89b96c4bb91f95d50f6d","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2811","pharmaguy","120.00000000","Buprenorphine 8mg x 7 subutex","I have for sale 7 Buprenorphine 8mg these are the generic version of subutex these can easily get snorted and cranked just like subutex i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2811","1401051986","United Kingdom",
"9-765d5fb115a9f6a3e0b23b80a5b2e4c4","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2807","pharmaguy","43.00000000","Diazepam 5mg Uk pharmacy","i have for sale diazepam 5mg direct from a uk pharmacy This is a box of 28 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2807","1401051986","United Kingdom",
"9-c0f971d8cd24364f2029fcb9ac7b71f5","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2806","pharmaguy","50.00000000","diazepam 10mg uk pharmacy","i have for sale diazepam 10mg direct from a uk pharmacy This is a box of 28 i can get larger quantities and other drugs aswell message me if you require anything specific and i will see what i can do All items will be sent in a plane white box this is to ensure theres no trace to the pharmacy i get them from","http://n6tzonxy7sod7eqt.onion/image?item=2806","1401051985","United Kingdom",
"9-4191ef5f6c1576762869ac49281130c9","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2793","School_Supplies","40.00000000","10 2mg Xanax Bars Chill Out","Tierd of being the DD when you an your buddies go out Take a half of a Xanax bar It s a really clean drunk feeling Inhibitions lost Anxitey gone 30 45 mins post ingestion one begins to feel more social and less awkward at parties and gatherings After 4 hours if you manage to stay awake you are litterally completely sober to finish the resposibily of getting your drunk friend back home You ll be the only one who will score that night If your still awake Have fun Take a bar Smoke a joint Spit some smooth talk at some ladies This listing is for 10 2mg Xanax Alprazolam bars in the color yellow I have been asked if these ae real and my response is that these are given to me by TrusTed Walgreens for my personal use They are 100 real pharmaceutical grade Made in the USA and approved by the FDA","http://n6tzonxy7sod7eqt.onion/image?item=2793","1400187397","United States",
"9-1264a061d82a2edae1574b07249800d6","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2792","School_Supplies","40.00000000","5 30mg IR Adderall Tablets School Supplies","Can t stay focused after a small sleep Exams seem overwellming Work TOO fucking boring I can help you get the edge you might need It s called Adderall You know you have heard it before College students have been taking these for years to cram for examinations I use them when I have an early class a full day or if I need to turn the afterburners on late into the night WARNING If you are under the assumtion that taking a pill and studying overnight will make you a genius Reality check If you feel that by taking Adderall your going to be smarter I m sorry You never going to be smart Adderall has no effect on IQ It simply allows you to work harder with more focus and concentration especially under stressfull or sleep deprived situations Simply put its not going to change the fact that your an idiot It is however great for writiing papers Please FE as soon as you can 0 These are 30mg Instant Release D Amphetamine generic for Adderall tablets manufactured by Barr Pharm You will feel a large amount of energy and cognative alertness for 4 6 hours and will almost immediately be able to sleep after tthe pill has worn off This listing is for 5 tablets I have been asked if these are real and as far as I m concerned these were given to me for my consumption by Walgreens They are 100 real pharmaceutical grade Made in the USA and approved by the FDA","http://n6tzonxy7sod7eqt.onion/image?item=2792","1400187396","United States",
"9-030e65da2b1c944090548d36b244b28d","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2751","sevpee911","120.00000000","1g Cocaine Grade A","Cocaine Grade A x Gram Top shelf coke Euphoric energetic not too racy speedy Purity is high and cut is low mild EZTest turns dark muddy close to black VERY quickly as pictured If you like pure blow thats not stepped on stick to this high grade stuff Check other listings for cheaper lower grade coke grade B is sometimes available","http://n6tzonxy7sod7eqt.onion/image?item=2751","1398471033","United States",
"9-b2ea5e977c5fc1ccfa74171a9723dd61","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2752","sevpee911","400.00000000","4g Cocaine Grade A","Top shelf coke Euphoric energetic not too racy speedy Purity is high and cut is low mild EZTest turns dark muddy close to black VERY quickly as pictured If you like pure blow thats not stepped on stick to this high grade stuff Check other listings for cheaper lower grade coke grade B is sometimes available READ PROFILE BEFORE ORDERING ALL SHIP POLICIES ARE DESCRIBED THERE DOMESTIC ORDERS FULLY ESCROW ed GUARANTEED STEALTH SAFE SHIPMENT INTERNATIONAL ORDERS FE REQ READ INTERNATIONAL POLICIES IN PROFILE CHECK PROFILE REGULARLY FOR PROMOTIONS IMPORTANT UPDATES","http://n6tzonxy7sod7eqt.onion/image?item=2752","1398471033","United States",
"9-9dc372713683fd865d366d5d9ee810ba","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2753","sevpee911","90.00000000","1g MDMA Molly Grade A","Grey on outside rocky transluscent offwhite on inside Tests very nice on eztests Best domestic us stuff in a while READ PROFILE BEFORE ORDERING ALL SHIP POLICIES ARE DESCRIBED THERE DOMESTIC ORDERS FULLY ESCROW ed GUARANTEED STEALTH SAFE SHIPMENT INTERNATIONAL ORDERS FE REQ READ INTERNATIONAL POLICIES IN PROFILE CHECK PROFILE REGULARLY FOR PROMOTIONS IMPORTANT UPDATES","http://n6tzonxy7sod7eqt.onion/image?item=2753","1398471033","United States",
"9-044a23cadb567653eb51d4eb40acaa88","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2754","sevpee911","300.00000000","4g MDMA Molly Grade A","Grey on outside rocky transluscent offwhite on inside Tests very nice on eztests Best domestic us stuff in a while READ PROFILE BEFORE ORDERING ALL SHIP POLICIES ARE DESCRIBED THERE DOMESTIC ORDERS FULLY ESCROW ed GUARANTEED STEALTH SAFE SHIPMENT INTERNATIONAL ORDERS FE REQ READ INTERNATIONAL POLICIES IN PROFILE CHECK PROFILE REGULARLY FOR PROMOTIONS IMPORTANT UPDATES","http://n6tzonxy7sod7eqt.onion/image?item=2754","1398471033","United States",
"9-17693c91d9204b7a7646284bb3adb603","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2755","sevpee911","70.00000000","1g Cocaine Grade B","Decent quality coke that is of the speedy numbing freezy feeling grade Not hi purity top shelf by any means but some people tend to like the speedier stuff Good for the price But if you like top shelf hi purity low cut stuff see grade A listing READ PROFILE BEFORE ORDERING ALL SHIP POLICIES ARE DESCRIBED THERE DOMESTIC ORDERS FULLY ESCROW ed GUARANTEED STEALTH SAFE SHIPMENT INTERNATIONAL ORDERS FE REQ READ INTERNATIONAL POLICIES IN PROFILE CHECK PROFILE REGULARLY FOR PROMOTIONS IMPORTANT UPDATES","http://n6tzonxy7sod7eqt.onion/image?item=2755","1398471033","United States",
"9-9a11883317fde3aef2e2432a58c86779","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2756","sevpee911","30.00000000","Suboxone 8mg x 1 Strip","fresh from US pharm","http://n6tzonxy7sod7eqt.onion/image?item=2756","1398993278","United States",
"9-2eb5657d37f474e4c4cf01e4882b8962","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2802","SpeakEasyUK","102.00000000","Premium Uncut Cocaine 0 5 Grams","85 pure Uncut Cocaine The quality speaks for itself Shipping from 1 5 14 Sold in 0 5 Gram Wraps","http://n6tzonxy7sod7eqt.onion/image?item=2802","1400792599","United Kingdom",
"9-64c31821603ab476a318839606743bd6","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2803","SpeakEasyUK","185.00000000","Premium Uncut Cocaine 1 Gram","85 pure Uncut Cocaine The quality speaks for itself Shipping from 1 5 14 Sold in 0 5 Gram Wraps Package will contain 2x 0 5 Gram Wraps","http://n6tzonxy7sod7eqt.onion/image?item=2803","1400792599","United Kingdom",
"9-4b29fa4efe4fb7bc667c7b301b74d52d","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2845","ThisBuds4u","40.00000000","Everclear 95 grain alcohol 190 proof 750mL","Everclear 95 grain alcohol 190 proof USES 1 Mixing drinks 2 GREAT tasteless mixer for jello shots follow recipe sub 1 4 water for Everclear 3 Cleaning Disinfecting 4 Chemistry other hobbies","http://n6tzonxy7sod7eqt.onion/image?item=2845","1401743663","Undeclared",
"9-eb9fc349601c69352c859c1faa287874","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2846","ThisBuds4u","30.00000000","Bacardi 151 750mL","750mL 5th of Bacardi 151 Rum alcohol It is recommended that you mix BACARDI 151 with cola or fruit juices","http://n6tzonxy7sod7eqt.onion/image?item=2846","1401743663","United States",
"9-fdf1bc5669e8ff5ba45d02fded729feb","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2847","ThisBuds4u","25.00000000","UV Blue Raspberry 750mL","UV Blue Raspberry Vodka alcohol 80 proof 40 alcohol","http://n6tzonxy7sod7eqt.onion/image?item=2847","1401743663","United States",
"9-5a2756a3cb9cde852cad3c97e120b656","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2848","ThisBuds4u","50.00000000","Jameson Irish Whiskey","Jameson Irish Whiskey 80 proof alcohol 750mL 5th","http://n6tzonxy7sod7eqt.onion/image?item=2848","1401743664","United States",
"9-2217ad1dd50c1017d3df6b44b7c45508","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2849","ThisBuds4u","50.00000000","Jaegermeister 700mL","Jaegermeister liquor alcohol The liqueur according to the brand is made from a secret recipe of 56 herbs blooms roots and fruits Some ingredients are Cinnamon bark star anise cloves ginger root saffron coriander bitter orange skin chamomile flowers licorice root lavender rose hips poppy seeds juniper berries ginseng red sandalwood and blueberries Recommended in shots or Jaeger Bombs w Red Bull Always the start of a great night","http://n6tzonxy7sod7eqt.onion/image?item=2849","1401743664","United States",
"9-78f7d96ea21ccae89a7b581295f34135","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2742","tom","1.00000000","Welcome to the Grand Opening","This is an example item Welcome to the Grand Opening of 1776 Marketplace Very soon you will see listings for the items you are used to seeing on a Tor based marketplace Enjoy your stay","http://n6tzonxy7sod7eqt.onion/image?item=2742","1399831750","United States",
"9-74378afe5e8b20910cf1f939e57f0480","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2797","UKconnect","1500.00000000","A GRADE COCAINE 10 GRAMS","THIS IS AN INTERNATIONAL LISTING OUR PRICES MAY BE MORE EXPENSIVE THAN OUR COMPETITORS BUT PLEASE TAKE NOTE WE OFFER FULL ESCROW FOR ALL CUSTOMERS NO FE AND IN THE CASE OF A NON ARRIVAL WE OFFER A 100 REFUND OR RE SHIP This listing is for 10 Grams of A Grade Cocaine Disco Shit Satisfaction Guaranteed","http://n6tzonxy7sod7eqt.onion/image?item=2797","1400706138","United Kingdom",
"9-952c3ff98a6acdc36497d839e31aa57c","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2798","UKconnect","3220.00000000","A GRADE COCAINE 28 GRAMS","THIS IS AN INTERNATIONAL LISTING OUR PRICES MAY BE MORE EXPENSIVE THAN OUR COMPETITORS BUT PLEASE TAKE NOTE WE OFFER FULL ESCROW FOR ALL CUSTOMERS NO FE AND IN THE CASE OF A NON ARRIVAL WE OFFER A 100 REFUND OR RE SHIP This listing is for 28 Grams of A Grade Cocaine Disco Shit Satisfaction Guaranteed","http://n6tzonxy7sod7eqt.onion/image?item=2798","1400706138","United Kingdom",
"9-0d9095b0d6bbe98ea0c9c02b11b59ee3","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2799","ukconnect","650.00000000","A GRADE COCAINE 3 5 GRAMS","THIS IS AN INTERNATIONAL LISTING OUR PRICES MAY BE MORE EXPENSIVE THAN OUR COMPETITORS BUT PLEASE TAKE NOTE WE OFFER FULL ESCROW FOR ALL CUSTOMERS NO FE AND IN THE CASE OF A NON ARRIVAL WE OFFER A 100 REFUND OR RE SHIP This listing is for 3 5 Grams of A Grade Cocaine Disco Shit Satisfaction Guaranteed","http://n6tzonxy7sod7eqt.onion/image?item=2799","1400706138","United Kingdom",
"9-a3788c8c64fd65c470e23e7534c3ebc8","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2801","ukconnect","400.00000000","MDMA CRYSTALS 10 GRAMS","THIS IS AN INTERNATIONAL LISTING OUR PRICES MAY BE MORE EXPENSIVE THAN OUR COMPETITORS BUT PLEASE TAKE NOTE WE OFFER FULL ESCROW FOR ALL CUSTOMERS NO FE AND IN THE CASE OF A NON ARRIVAL WE OFFER A 100 REFUND OR RE SHIP This listing is for 10 Grams of MDMA Crystals Satisfaction Guaranteed","http://n6tzonxy7sod7eqt.onion/image?item=2801","1400706138","United Kingdom",
"9-0fc170ecbb8ff1afb2c6de48ea5343e7","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2800","ukconnect","200.00000000","MDMA CRYSTALS 5 GRAMS","THIS IS AN INTERNATIONAL LISTING OUR PRICES MAY BE MORE EXPENSIVE THAN OUR COMPETITORS BUT PLEASE TAKE NOTE WE OFFER FULL ESCROW FOR ALL CUSTOMERS NO FE AND IN THE CASE OF A NON ARRIVAL WE OFFER A 100 REFUND OR RE SHIP This listing is for 5 Grams of MDMA Crystals Satisfaction Guaranteed","http://n6tzonxy7sod7eqt.onion/image?item=2800","1400706138","United Kingdom",
"9-4ab52371762b735317125e6446a51e8f","1776","http://n6tzonxy7sod7eqt.onion/Viewitem?itemid=2804","ukconnect","100.00000000","MDMA CRYSTALS 2 GRAMS","THIS IS AN INTERNATIONAL LISTING OUR PRICES MAY BE MORE EXPENSIVE THAN OUR COMPETITORS BUT PLEASE TAKE NOTE WE OFFER FULL ESCROW FOR ALL CUSTOMERS NO FE AND IN THE CASE OF A NON ARRIVAL WE OFFER A 100 REFUND OR RE SHIP This listing is for 2 Grams of MDMA Crystals Satisfaction Guaranteed","http://n6tzonxy7sod7eqt.onion/image?item=2804","1400792599","United Kingdom",
